ajoneuvoluokka,ensirekisterointipvm,ajoneuvoryhma,ajoneuvonkaytto,variantti,versio,kayttoonottopvm,vari,ovienLukumaara,korityyppi,ohjaamotyyppi,istumapaikkojenLkm,omamassa,teknSuurSallKokmassa,tieliikSuurSallKokmassa,ajonKokPituus,ajonLeveys,ajonKorkeus,kayttovoima,iskutilavuus,suurinNettoteho,sylintereidenLkm,ahdin,sahkohybridi,merkkiSelvakielinen,mallimerkinta,vaihteisto,vaihteidenLkm,kaupallinenNimi,voimanvalJaTehostamistapa,tyyppihyvaksyntanro,yksittaisKayttovoima,kunta,Co2,matkamittarilukema,alue,valmistenumero2,jarnro
M1,2004-02-18,,01,ZZE120(E),ZZE120L-DEMDKW(1E),20040218,6,,AA,,5,1185,1655,1655,4390,1710,1470,01,1390,71,4,,,Toyota,4D COROLLA SEDAN 1.4-ZZE120L-DEMDKW/260,,,COROLLA,05,e11*98/14*0181*04,01,091,159,105173,007,NMTBM28E20,752
L3,2002-08-01,109,01,,9206280501,20020801,8,,,4,2,249,460,460,2260,900,,01,1130,62,2,,,BMW,R 1150 GS-0415A/1130,,6,R 1150 GS-0415A/1130,02,,01,832,,,934,,753
M1,2003-01-23,,01,,5902221704,20030123,8,,AF,,5,1350,1770,1770,4340,1710,1600,01,1840,74,4,,,Mazda,5D PREMACY WAGON 1.8-CP19F2/267,,,PREMACY,05,,01,887,201,174584,317,JMZCP19F23,754
O1,1994-08-08,13,01,,,19940808,,,,,,150,750,750,5540,2060,,,,,,,,Aku,75 VL/441,,,,,,,740,,,573,,755
M1,1986-07-30,,01,,,19860000,6,,,1,5,1190,1720,1565,,1690,,01,1970,,4,,,Nissan,4D BLUEBIRD 2.0 LX HATCHBACK-FHLT12DFQ/2550,,,BLUEBIRD,05,,01,061,,,303,JN10FHT12U,756
MUU,1986-04-01,509,01,,,19860000,,,,,1,3720,7260,,,,,02,4380,,4,,,Ford,6610-EA31-4X4/2250,,,,01,,02,109,,,169,,757
MUU,1981-04-24,13,01,,,19810000,,,,,,170,,500,,1560,,,,,,,,Omavalmiste,MW/205,,,,,,,398,,,155,,758
O1,2003-05-06,1,01,,,20030506,8,,,,,270,750,750,4310,1940,,,,,,,,Aku,300 TL/244+65,,,300 TL/244+65,,,,624,,,492,,759
M1,2002-05-21,,01,ZZT220(E),ZZT220L-AEMNKW(2H),20020521,6,,AA,,5,1275,1730,1730,4520,1710,1430,01,1590,81,4,,,Toyota,4D AVENSIS SEDAN 1.6-ZZT220L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*06,01,290,170,253193,889,SB153ZBN00,760
MUU,1988-04-20,120,01,,,19880000,,,,,3,5350,,5660,,2230,,02,3260,,,,,Isuzu,NPR57L-6.0T,,,,05,,02,182,,57821,421,,761
MUU,,509,01,,,00000000,,,,,1,2300,,,,,,02,3770,,,,,Nuffield,460/1980,,,,,,02,233,,,623,,762
N2,2002-11-13,,01,,,20021113,6,4,BB,1,5,2200,3550,3550,6600,1930,,02,2680,115,5,true,false,Mercedes-Benz,316 CDI-9036-3.55T-KASTEN/403,,,316 CDI-9036-3.55T-KASTEN/403,05,,02,109,,249825,145,,763
O2,2007-10-25,13,01,,,20071025,,,,,,240,1000,1000,6000,2100,,,,,,,,Muuli,V 1000 LJ/469,,,V 1000 LJ,08,,,049,,,022,,764
M1,1995-03-17,,01,,,19950317,2,,,1,5,1190,1595,1595,4280,1690,1480,01,1590,74,4,,,Opel,5D ASTRA 1.6I GLS-F-CARAVAN-51/252,,,ASTRA-F-CARAVAN,05,,01,740,,300387,572,W0L000051S,765
M1,1988-01-04,,01,,,19880000,6,,,1,5,950,1450,1325,,1650,,01,1290,,4,,,Toyota,4D COROLLA SE-EE90L-AEMDSW/2430,,,COROLLA,05,,01,743,,231665,605,JT1E0EE900,766
M1,1990-01-22,,01,,,19900122,8,,,1,5,940,1445,1315,,1660,,01,1590,,4,,,Opel,4D KADETT 1.6 S-LS-E-39/2520,,,KADETT-E,05,,01,010,,96296,633,W0L000039L,767
M1,2005-05-20,,01,FB11,1A02A5EABG5,20050520,Y,,AC,,5,1315,1860,1860,4520,1750,1500,01,1590,77,4,,,Opel,5D ASTRA STW 1.6-AHL35/270,,,ASTRA STATION WAGON,05,e1*01/116*0293*00,01,272,161,168192,673,W0L0AHL355,768
M1,1997-04-28,,01,,5560311501,19970428,8,,AC,,5,1580,1990,1990,4720,1760,1430,01,2430,125,5,,,Volvo,5D STW V70 2.5 20V-AUTOMATIC-LW55/266,,,V70,05,,01,078,,349759,109,YV1LW5506V,769
O1,1996-08-27,1,01,,,19960827,8,,,,,190,750,750,4260,1900,,,,,,,,Nova Star,310 LJO/274,,,,,,,240,,,946,,770
O1,2002-11-22,1,01,,,20021122,,,,,,190,750,750,4800,1730,,,,,,,,Te-Ho,331/327,,,,,,,576,,,175,,771
O1,1986-11-12,1,01,,,19860000,,,,,,220,750,750,,1830,,,,,,,,Muuli,1000KT/2100+600,,,,,,,092,,,013,,772
M1,2003-06-05,,01,ZZE121(E),ZZE121L-DEMDKW(1D),20030605,Y,,AA,,5,1190,1655,1655,4390,1710,1470,01,1590,81,4,,,Toyota,4D COROLLA SEDAN 1.6-ZZE121L-DEMDKW/260,,,COROLLA,05,e11*98/14*0181*03,01,051,168,98859,271,NMTBZ28E80,773
O1,2007-01-19,1,01,,,20070119,,,,,,200,750,750,4450,1900,,,,,,,,JT-Trailer,750,,,,,,,300,,,631,,774
M1,2007-08-21,,01,SW79,SW799900,20040225,2,,,1,5,1717,2180,2180,4710,1800,,02,2400,120,,true,,Volvo,5D V70 STW 2.4 D5 AUTOMATIC-SW7999-00/276,,,V70,05,e4*2001/116*0040*10,02,272,215,215068,671,YV1SW79994,775
O1,2003-10-06,1,01,,,20031006,8,,,,,190,750,750,4540,1800,,,,,,,,Muuli,1400 SL/287,,,1400 SL/287,,,,077,,,415,,776
M1,1999-03-05,,01,,5410391102,19990305,Y,,AA,,5,1270,1785,1785,4390,1740,1420,01,1740,83,4,,,Fiat,4D MAREA 1.8-185AXC1A02/254,,,MAREA,05,,01,286,,249488,456,ZFA1850000,777
M1,1987-12-03,,01,,,19870000,2,,,1,5,1160,1720,1535,,1690,,01,1970,,4,,,Nissan,4D BLUEBIRD 2.0 LX-HLT12DFQ/2550,,,BLUEBIRD,05,,01,422,,270019,818,JN100HT12U,778
O1,1979-06-26,1,01,,,19790000,,,,,,180,750,750,3600,1680,,,,,,,,Muuli,PV700/2400,,,,,,,106,,,058,,779
N1,1999-10-28,,01,,51355715CX,19991028,8,5,,1,2,1307,,1755,4440,1700,1460,02,1750,66,4,true,,Ford,5D FOCUS STW 1.8TD-DNW/262,,,FOCUS,05,,02,240,134,321076,948,,780
T,2000-01-13,75,01,,,20000113,5,,,,1,4460,7000,7000,,,,02,4520,66,4,true,,John Deere,6210-M-4X4/240,,,,10,,02,893,,,668,,781
M1,2004-10-01,,01,,,20041001,Y,,,1,5,1345,1820,1820,4630,1760,,01,1790,95,,,,Toyota,4D AVENSIS SEDAN 1.8-ZZT251L-AEMGKW/270,,,AVENSIS,05,,01,422,171,225048,817,SB1BR56LX0,782
M1,2000-08-16,,01,,52491223AE,20000816,5,,AB,,5,980,1400,1400,3730,1610,1420,01,1190,48,4,,,Opel,4D CORSA 1.2-SBF68/244,,,CORSA-B,05,,01,092,151,191369,012,W0L0SBF68Y,783
L1,,109,01,,,19900000,,,,,1,60,,,,630,,01,49,1.5,1,,,Honda,Z50J-AB02/49,,4,,01,,01,905,,,652,,784
N1,1998-01-27,,01,,5202191511,19980127,5,5,,1,2,1360,1835,1835,4480,1730,,02,1890,66,4,true,false,Audi,5D AVANT A4 1.9TDI-B5/260,,,A4,05,,02,491,,578455,508,,785
M1,2002-01-02,,01,SW65,SW65P2,20020102,1,,AC,,5,1631,2100,2100,4710,1800,1460,01,2430,103,5,,,Volvo,5D V70 STW 2.4-SW65P2/276,,,V70,05,e4*98/14*0040*04,01,915,211,268412,782,YV1SW65P22,786
M1,1999-04-14,,01,FD11,2A18AS16FDH5,19990414,5,,AC,,5,1210,1740,1740,4290,1710,1510,01,1590,74,4,,,Opel,5D ASTRA CARAVAN 1.6-TGF35/261,,,ASTRA-G-CARAVAN,05,e1*98/14*0087*03,01,098,,237970,158,W0L0TGF35X,787
N2,2000-03-20,,01,,,20000320,,,,,3,2080,3510,3510,5510,2000,,02,2440,79,,true,,Peugeot,BOXER-233J42-FOURGON/370,,,,05,,02,430,,454190,324,,788
M1,2006-12-22,,01,ADT251(WH),ADT251L-AWFQXW(1H),20061222,2,,AC,,5,1565,1970,1970,4720,1760,1530,02,2230,130,4,true,,Toyota,5D AVENSIS STW 2.2 D-4D-ADT251L-AWFQXW/270,,,AVENSIS,05,e11*01/116*0196*07,02,148,163,362431,998,SB1EB56L30,789
M1,2006-11-27,,01,LBPJF1,FM6XC0R4F600GG,20061127,6,,AA,,5,1595,2100,2100,4920,1860,1450,01,1980,125,4,true,,Audi,4D A6 SEDAN 2.0T FSI-4F/286,,,A6,05,e1*01/116*0254*12,01,091,189,126377,003,WAUZZZ4F37,790
M1,1995-08-24,,01,,,19950824,6,,,1,5,1220,1630,1630,4400,1700,,01,1590,75,4,,,Nissan,4D PRIMERA 1.6LXI-BAAP10/255,,,PRIMERA,05,,01,444,,286111,081,SJNBAAP10U,791
M1,1999-01-22,,01,,5267361101,19990122,5,,AA,,5,1330,1820,1820,4370,1740,,02,1890,66,4,true,,Volkswagen,4D BORA 1.9TDI-1J/250,,,BORA,05,,02,765,149,490372,886,WVWZZZ1JZX,792
N1G,2000-04-06,,01,,,20000406,5,,,,2,1860,2830,2830,5050,1700,1780,02,2470,73,4,true,,Mitsubishi,L200 CLUB CAB PICKUP-CNK74-4X4/296,,,L200 PICKUP 4X4,05,,02,398,,230832,151,,793
M1,2003-05-27,,01,,,20030527,Y,2,AD,1,4,1660,1930,1930,4440,1830,,01,3600,309,,true,false,Porsche,911 COUPE TURBO 3.6 TIPTRONIC 996-4X4/235,2,,911,05,,01,049,339,70795,023,WP0ZZZ99Z3,794
M1,2000-07-24,,01,,5135324334,20000724,5,,AB,,5,1034,1435,1435,3830,1630,1330,01,1290,44,4,,,Ford,4D FIESTA HATCHBACK 1.3-JAS/245,,,FIESTA,05,,01,092,161,131208,016,WF0AXXGAJA,795
MUU,,108,01,,,19760000,,,,,1,125,,,,730,,01,124,,,,,Honda,CB 125K/124,,,,01,,01,272,,,676,,796
M1,2007-07-05,,01,A5P21,M51AZ1,20070705,9,,AA,,5,1133,1580,1580,4280,1700,1470,01,1590,82,4,,,Hyundai,4D ACCENT SEDAN 1.6-C-41CP/250,,,ACCENT,05,e4*01/116*0110*00,01,598,152,120997,686,NLHCN41CP7,797
M1,2000-10-12,,01,AT221(EL),AT221L-AEMNKW(2D),20001012,6,,AA,,5,1280,1760,1760,4490,1710,1430,01,1760,81,4,,,Toyota,4D AVENSIS SEDAN 1.8-AT221L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*02,01,848,176,327279,826,SB153ABN10,798
MUU,1995-09-21,509,01,,,19950921,,,,,1,4530,7500,,,,,02,4980,64,4,,,Ford,6640-EA5-4X4/236,,,,02,,02,407,,,473,,799
M1,2003-07-31,,01,,5900242117,20030731,6,,AA,,5,1254,1690,1690,4440,1710,1450,01,1490,72,4,,,Nissan,4D ALMERA SEDAN 1.5-BAAN16/254,,,ALMERA,05,,01,108,160,183628,391,SJNBAAN16U,800
M1,2007-07-20,,01,QQDB1,5ABCMK,20070720,2,,AF,,5,1375,1910,1910,4330,1830,1560,01,1790,92,4,,,Ford,4D FOCUS C-MAX MPV 1.8-DM2/264,,,FOCUS C-MAX,05,e13*01/116*0109*14,01,684,169,73004,261,WF0MXXGCDM,801
M1,2005-04-15,,01,HWDA15,5ABALC,20050415,6,,AB,,5,1249,1730,1730,4340,1840,1450,01,1590,74,4,,,Ford,4D FOCUS HATCHBACK 1.6-DA3/264,,,FOCUS,05,e13*01/116*0144*03,01,091,161,124331,006,WF05XXGCD5,802
M1,2007-02-26,,01,A9JA1,5BDBKB,20070226,6,,AB,,5,1117,1530,1530,3920,1690,1430,01,1290,51,4,,,Ford,2D FIESTA HATCHBACK 1.3-JD3/249,,,FIESTA,05,e1*01/116*0210*11,01,790,144,14873,382,WF0DXXGAJD,803
M1,2006-02-02,,01,ACA30(W),ACA30L-AWMXKW(1A),20060202,Y,,AF,,5,1540,2070,2070,4370,1820,1690,01,1990,112,4,,,Toyota,5D RAV4 MPV 2.0-ACA30L-AWMXKW-4X4/256,,,RAV4,05,e6*01/116*0105*00,01,179,202,154946,419,JTMBH33V10,804
T1,2007-06-27,75,01,,,20070627,,,,,1,7500,12000,12000,4990,,3100,02,6590,120,6,true,,Massey Ferguson,6485-Y29-4X4/301,,,,10,,02,700,,,563,,805
M1,2003-08-22,,01,,5902241507,20030822,6,,AC,,5,1410,1900,1900,4700,1780,1480,01,1790,88,4,,,Mazda,5D MAZDA6 STW 1.8-GY1982/268,,,6,05,,01,109,193,190981,132,JMZGY19824,806
N1,2003-10-24,,01,,,20031024,Y,,,,3,1900,2900,2900,4720,1800,2000,02,2490,75,4,true,,Toyota,HIACE VAN 2.5TD-KLH18L-SBMRHW-4X4/299,,,HIACE,05,,02,614,,256926,979,,807
O2,2004-06-30,13,01,,,20040630,,,,,,1010,1150,1150,6200,2300,,,,,,,,Hobby,440 SF DE LUXE EASY,,,,08,,,111,,,183,,808
M1,2007-07-23,,01,FCKFV*,FCKFVC,20070723,2,,AB,,5,1089,1510,1510,3860,1670,1510,01,1360,54,4,,,Citroen,4D C3 HATCHBACK 1.4I-FCKFVC/246,,,C3,05,e2*98/14*0257*10,01,638,145,101569,061,VF7FCKFVC2,809
O1,1981-03-02,1,01,,,19810000,,,,,,150,580,560,3100,1400,,,,,,,,Kärppä,MINI/2130,,,,,,,689,,,568,,810
O1,1984-10-11,1,01,,,19840000,,,,,,160,650,650,,1600,,,,,,,,Carry,65/2070-2620,,,,,,,216,,,433,,811
MUU,1992-04-29,509,01,,,19920429,,,,,1,4100,8000,,,,,02,4390,,4,,,Valmet,755-4-4X4/2330,,,,02,,02,753,,,041,,812
M1,2005-03-31,,01,ZZE120(W),ZZE120L-DWMDKW(1G),20050331,0,,AC,,5,1245,1655,1655,4410,1710,1500,01,1390,71,4,,,Toyota,5D COROLLA STW 1.4-ZZE120L-DWMDKW/260,,,COROLLA,05,e11*01/116*0181*06,01,092,160,158785,013,NMTEM20E70,813
O2,1998-06-29,13,01,,,19980629,,,,,,1060,1300,1300,7360,2270,2620,,,,,,,Solifer,G5-K54/432,,,,08,,,260,,,825,,814
O1,1999-06-01,1,01,,,19990601,,,,,,190,750,750,3850,1600,,,,,,,,Lewo,TL 750/262,,,,,,,444,,,081,,815
M1,2005-11-03,,01,SG5,030,20051103,0,,AC,,5,1485,,1880,4490,1740,1590,01,1990,116,4,,,Subaru,5D FORESTER WAGON 2.0-SG5-4X4/253,,,FORESTER,05,e13*98/14*0087*03,01,297,220,236405,708,JF1SG5LW46,816
N1,2005-12-15,,01,,,20051215,9,,,,3,2160,3500,3500,5600,2040,,02,2490,75,,true,,Toyota,DYNA 150-KDY250L-TBMGYW3/335,,,DYNA 150,05,,02,405,,120784,535,,817
MUU,,13,01,,,19720000,,,,,,650,,650,,2080,,,,,,,,Munsterland,330,,,,08,,,092,,,014,,818
MUU,1989-09-12,509,01,,,19890000,,,,,1,3390,,,,,,02,3870,,4,,,Massey Ferguson,MF 375-4X4/2350,,,,02,,02,244,,,904,,819
M1,2002-05-30,,01,YB2R,05,20020530,Y,,AF,,7,1950,2480,2480,4800,2000,1800,01,3300,128,6,,,Chrysler,5D VOYAGER MPV 3.3 AUTOMATIC-7-YB2R/288,,,VOYAGER,05,e11*98/14*0139*01,01,740,311,189963,576,1C8GYB2R02,820
M1,1999-04-15,,01,BXB1A,05,19990415,2,,AC,,5,1275,1795,1795,4490,1740,1500,01,1580,76,4,,,Fiat,5D MAREA 1.6 WEEKEND-185BXB1A05/254,,,MAREA,05,e3*93/81*0003*01,01,538,,233990,212,ZFA1850000,821
M1,2003-09-26,,01,,5267076574,20030926,8,,AC,,5,1476,1990,1990,4680,1750,1450,01,1980,96,4,,,Volkswagen,4D PASSAT VARIANT 2.0-3BG/269,,,PASSAT,05,,01,638,199,239715,061,WVWZZZ3BZ4,822
M1,2003-01-03,,01,,5908122305,20030103,6,,AB,,5,1192,1605,1605,4140,1700,1440,01,1590,81,4,,,Honda,2D CIVIC HATCHBACK 1.6-EP23/258,,,CIVIC,05,,01,106,159,123018,058,SHHEP23402,823
M1,2007-04-26,,01,NDE150(H),NDE150L-AHMDYW(1B),20070426,8,,AB,,5,1335,1760,1760,4220,1760,1520,02,1360,66,4,true,,Toyota,4D AURIS HATCHBACK 1.4 D-4D-NDE150L-AHMDYW/260,,,AURIS,05,e11*01/116*0299*01,02,092,132,139943,014,JTNKC56E20,824
M1,2008-01-04,,01,VE8M,H1,20080104,6,,AB,,5,1945,2360,2360,5020,1880,1480,02,2980,160,6,true,,Chrysler,4D 300C 3.0 CRD HATCHBACK AUTOMATIC-VE8M/305,,,300C,05,e11*01/116*0141*08,02,091,220,121815,009,1A8G6E7M38,825
M1,1998-09-08,,01,,5903251110,19980908,2,,AA,,5,1155,1610,1610,4440,1710,1410,01,1590,73,4,,,Mitsubishi,4D CARISMA 1.6 GL-SNDA1A/254,,,CARISMA,05,,01,564,,182492,908,XMCSNDA1AW,826
O1,1997-06-26,1,01,,,19970626,,,,,,140,750,750,3850,1650,,,,,,,,Muuli,1250 XI/250,,,,,,,595,,,724,,827
M1,1997-08-12,,01,,,19970812,9,,,1,5,1090,1510,1510,4240,1690,1410,01,1590,55,4,,,Opel,4D ASTRA 1.6I COMFORT-F-56/252,,,ASTRA-F-SEDAN,05,,01,398,,254606,159,W0L000056V,828
M1,1997-02-18,,01,,5135442383,19970218,2,,AB,,5,1328,1820,1820,4560,1750,1380,01,1980,96,4,,,Ford,4D MONDEO HATCHBACK 2.0-BAP/270,,,MONDEO,05,,01,491,197,378429,501,WF0AXXGBBA,829
O1,1985-11-11,1,01,,,19850000,,,,,,250,750,750,3850,1580,,,,,,,,Teräskärry,KULKURI 500/2190+650,,,,,,,531,,,292,,830
MUU,,13,01,,,19700000,,,,,,260,,680,,1600,,,,,,,,,,,,,,,,200,,,,,831
M1,2000-12-07,,01,ZZT221(E),ZZT221L-AEMNKW(2E),20001207,Y,,AA,,5,1275,1760,1760,4520,1710,1430,01,1790,95,4,,,Toyota,4D AVENSIS SEDAN 1.8-ZZT221L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*03,01,297,176,141462,704,SB153ZBN10,832
M1,2001-07-09,,01,ZZT220(E),ZZT220L-AEMNKW(2F),20010709,5,,AA,,5,1275,1730,1730,4520,1710,1430,01,1590,81,4,,,Toyota,4D AVENSIS SEDAN 1.6-ZZT220L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*04,01,244,170,242788,904,SB153ZBN00,833
MUU,1982-07-01,13,01,,,19820000,,,,,,130,,600,,1620,,,,,,,,Omavalmiste,600/2150,,,,,,,934,,,628,,834
MUU,1989-09-04,1,01,,,19890000,,,,,,300,,750,3000,1970,,,,,,,,Omavalmiste,TYRNä 3,,,,,,,109,,,132,,835
MUU,1989-10-24,509,01,,,19891024,,,,,1,3390,8400,,,,,02,3450,,4,,,Zetor,6245-H-4X4/2230,,,,02,,02,698,,,971,,836
MUU,1991-08-12,509,01,,,19910812,,,,,1,3350,8165,,,,,02,3860,46,4,,,Massey Ferguson,365-4X4/235,,,,02,,02,403,,,626,,837
M1,2003-04-23,,01,,5908191307,20030423,2,,AB,,4,1309,1640,1640,4110,1700,1580,01,1590,77,4,,,Honda,4D HR-V HATCHBACK 1.6-GH47-4X4/245,,,HR-V,05,,01,272,204,208698,671,JHMGH47503,838
MUU,1979-11-09,509,01,,,19790000,,,,,1,2700,8500,,,,,02,3300,,3,,,Valmet,602/2110,,,,01,,02,853,,,203,,839
MUU,1990-09-19,506,01,,,19900919,,,,,5,3900,5600,5600,,2300,,02,3970,66,,,,Mercedes-Benz,609D,,,,05,,02,241,,290581,944,,840
MUU,1992-12-21,50,01,,,19921221,,,,,6,12580,20500,16000,,2600,,02,8480,185,,true,,Scania,P 93 HK-4X4/3800,,,,07,,02,179,,39411,405,,841
M1,2002-02-11,,01,,5202192502,20020211,6,,AC,,5,1504,1915,1915,4550,1770,1410,01,1980,96,4,,,Audi,5D A4 AVANT 2.0-8E/266,,,A4,05,,01,249,192,277823,428,WAUZZZ8E72,842
M1,1998-03-16,,01,,5900042319,19980316,8,,AB,,5,915,1300,1300,3700,1590,,01,1270,55,4,,,Nissan,4D MICRA HATCHBACK 1.3-FBAK11/236,,,MICRA,05,,01,989,,100805,639,SJNFBAK11U,843
MUU,1987-01-02,510,01,,,19870000,,,,4,1,9800,,,,2440,,02,4480,,,,,Volvo Bm,4300B-4X4/2700,,,,06,,02,082,,,139,,844
O1,1991-04-12,1,01,,,19910412,,,,,,190,750,750,4000,1600,,,,,,,,Muuli,750 K/2630,,,,,,,273,,,959,,845
M1,2006-05-19,,01,RS61,RS61P2,20011016,6,,,1,5,1548,1980,1980,4580,1800,,01,2430,125,,,,Volvo,4D S60 SEDAN 2.4-RS61P2/272,,,S60,05,e9*98/14*0036*00,01,440,208,248936,685,YV1RS61P21,846
O1,2002-10-18,1,01,,,20021018,,,,,,240,750,750,4650,1870,,,,,,,,Omavalmiste,292X138,,,,,,,532,,,161,,847
M1,1995-05-23,,01,,,19950523,8,,,1,5,1110,1495,1495,4240,1690,1410,01,1590,52,4,,,Opel,4D ASTRA 1.6I GLS-F-57/252,,,ASTRA-F-SEDAN,05,,01,167,,204848,801,W0L000057S,848
M1,1987-12-01,,01,,,19870000,9,,,1,5,1190,1840,1565,,1690,,01,1990,,4,,,Mazda,4D HATCHBACK 626 GLX-2.0-GD1432/2580,,,626,05,,01,179,,,403,JMZGD14320,849
MA,2006-01-10,107,01,,,20060110,,,,4,2,395,,,3060,1070,1300,01,553,42,2,,,Lynx,GLX ST 550 - 552/553,,,,02,,01,758,,,996,,850
M1,1995-04-28,,05,,,19950428,2,,,1,5,1320,1720,1720,4440,1760,1380,01,1760,74,4,,,Citroen,4D XANTIA 1.8I-X11A/274,,,XANTIA,09,,01,416,,,548,VF7X11A000,851
MUU,,512,01,,,19600000,,,,,1,135,,,,,,01,249,,,,,Jawa-CZ,353/249-60,,,,,,01,181,,,388,,852
M1,1998-12-21,,01,ED11,2A18AL10FDH5,19981221,5,,AC,,5,1210,1710,1710,4290,1710,1510,01,1590,74,4,,,Opel,5D ASTRA CARAVAN 1.6-TGF35/261,,,ASTRA-G-CARAVAN,05,e1*97/27*0087*02,01,684,,234749,262,W0L0TGF35X,853
M1,1999-06-30,,01,,5267361103,19990630,8,,AA,,5,1237,1720,1720,4370,1740,,01,1590,74,4,,,Volkswagen,4D BORA 1.6-1J/250,,,BORA,05,,01,710,185,102730,103,WVWZZZ1JZX,854
M1,1999-05-21,,01,,5267094513,19990521,8,,AC,,5,1245,1615,1615,4340,1700,,01,1780,66,4,,,Volkswagen,5D GOLF VARIANT 1.8 -1H/248,,,GOLF,05,,01,179,,187194,406,WVWZZZ1HZX,855
L1,1999-04-26,109,01,,,19990426,,,,,1,100,278,,1880,710,,01,49,4.2,1,,,Honda,SZX50 X8R-X-AF49/49,,,,02,,01,593,,,768,,856
M1,2006-04-19,,01,F4F,A504,20060419,2,,AA,,5,1530,1990,1990,4640,1760,1470,01,1990,110,4,true,,Saab,4D 9-3 SEDAN 2.0 AUTOMATIC-F-49F/268,,,9-3,05,e4*01/116*0065*10,01,092,205,51662,016,YS3FB49F86,857
M1,2004-09-03,,01,B,B02,20040903,8,,AB,,5,1125,1475,1475,3720,1660,1540,01,1240,59,4,,,Nissan,2D MICRA HATCHBACK 1.2-EBAK12/243,,,MICRA,05,e11*2001/116*0195*00,01,297,143,79370,733,SJNEBAK12U,858
M1,2004-02-24,,01,CGBA1,5QCAMA,20040224,1,,AA,,5,1360,1895,1895,4730,1810,1420,01,1790,81,4,,,Ford,4D MONDEO SEDAN 1.8-B4Y/275,,,MONDEO,05,e1*98/14*0154*11,01,108,179,198444,391,WF04XXGBB4,859
M1,1997-07-04,,01,EE101(E),EE101L-AEMDKW(1),19970704,2,4,AA,1,5,1065,1560,1560,4270,1690,,01,1330,55,4,false,false,Toyota,4D COROLLA XLI-EE101L-AEMDKW/247,1,5,COROLLA,05,e6*93/81*0005*01,01,743,,296638,603,JT153EEA10,860
MUU,1978-05-23,13,,,,19780000,,,,,,120,,500,,1430,,,,,,,,Sukkela,A500A,,,,,,,564,,,901,,861
MUU,1979-05-11,13,01,,,19790000,,,,,,160,,500,,1600,,,,,,,,,,,,,,,,564,,,908,,862
O2,1989-03-07,13,01,,,19890000,,,,,,1140,1500,1310,7950,2260,,,,,,,,Solifer,6002I/4270+650,,,,08,,,072,,,904,,863
M1,2000-05-25,,01,,,20000525,5,,,1,5,1193,1635,1635,4440,1700,,01,1590,74,,,,Ford,5D FOCUS STW 1.6-DNW/262,,,,05,,01,927,167,97062,031,WF0NXXGCDN,864
N1,2000-06-21,,01,,,20000621,Y,,,,3,1820,3000,3000,5160,1800,2000,02,2440,66,4,true,,Toyota,HIACE 2.4TD LXH22L-RBMRXW-VAN/343,,,HIACE,05,,02,908,,306760,376,,865
L3e,2004-04-26,109,01,I,I,20040426,,,,4,2,193,395,395,2070,720,,01,998,126,4,,,Yamaha,YZF-R1-RN121/998,,6,YZF-R1-RN121/998,02,e13*92/61*0084*00,01,423,,,213,,866
MUU,1982-08-26,509,01,,,19820000,,,,,1,3270,8620,,,,,02,3770,,4,,,Leyland,802SQMS/2030,,,,02,,02,494,,,915,,868
MUU,1991-02-22,1,01,,,19800000,,,,,,260,500,500,3000,1420,,,,,,,,Omavalmiste,L-200,,,,,,,111,,,181,,869
MUU,1986-04-18,509,01,,,19860000,,,,,1,3650,8000,,,,,02,4390,,4,,,Valmet,705-4-4X4/2320,,,,02,,02,593,,,771,,870
M1,2004-07-23,,01,A9JA1,5BDAKB,20040723,2,,AB,,5,1117,1530,1530,3920,1680,1440,01,1290,51,4,,,Ford,2D FIESTA HATCHBACK 1.3-JD3/249,,,FIESTA,05,e1*01/116*0210*04,01,837,147,76928,339,WF0DXXGAJD,871
N2,2004-07-15,,01,,,19960000,,,,,7,3080,3901,3900,5580,1940,,02,6470,,,true,,GMC,2500 SUBURBAN-GK26F-4X4/334,,,,10,,02,049,,215309,029,,872
MA,1999-11-26,107,01,,,19991126,,,,4,1,322,498,,2770,1180,1140,01,500,64,2,,,Polaris,XC 500SP-SP5AS/500,,,,02,,01,410,,,413,,873
M1,1996-01-11,,01,DA1AL,DA1ALNJEL6,19960111,8,,AB,,5,1185,1630,1630,4440,1700,1410,01,1590,66,4,,,Mitsubishi,4D CARISMA 1.6 GLX-LNDA1A/255,,,CARISMA,05,e4*93/81*0005*00,01,434,,181164,079,XMCLNDA1AT,874
O1,1984-08-08,1,01,,,19840000,,,,,,140,550,550,3600,1640,,,,,,,,Manu,55 PZ/2460,,,,,,,636,,,218,,875
MUU,1976-09-30,509,01,,,19760000,,,,,1,3470,10000,,,,,02,4180,,4,,,Valmet,702/2240,,,,02,,02,430,,,325,,876
O1,2004-08-18,1,01,,,20040818,,,,,,204,750,750,3880,1780,,,,,,,,Aku,275L2/246,,,275L2/246,,,,992,,,441,,877
M1,2004-12-28,,01,NA51,32,20041228,8,,AA,,5,1575,2060,2060,4840,1850,1470,01,2490,141,6,,,BMW,4D 525I SEDAN AUTOMATIC-NA51/289,,,525i,05,e1*01/116*0230*03,01,418,239,283916,375,WBANA51020,878
